member_casual,start_station_name,start_count
member,Leavitt St & Belmont Ave,2210
member,California Ave & Francis Pl (Temp),2207
member,Western Ave & Roscoe St,2196
member,Spaulding Ave & Armitage Ave,2190
member,Wentworth Ave & 33rd St,2187
member,Canal St & Harrison St,2175
member,Winchester Ave & Elston Ave,2171
member,Milwaukee Ave & Rockwell St,2168
member,Clark St & Elmdale Ave,2159
member,Lincoln Ave & Roscoe St,2151
member,Emerald Ave & 28th St,2136
member,Greenview Ave & Jarvis Ave,2131
member,Kedzie Ave & Palmer Ct,2122
member,Chicago Ave & Sheridan Rd,2104
member,Rockwell St & Eastwood Ave,2090
member,Campbell Ave & Montrose Ave,2055
member,Green St & Washington Blvd,1998
member,Damen Ave & Melrose Ave,1972
member,Clark St & Schreiber Ave,1965
member,Sheridan Rd & Columbia Ave,1963
member,California Ave & Division St,1956
member,California Ave & Altgeld St,1951
member,Southport Ave & Clark St,1909
member,California Ave & Montrose Ave,1908
member,Talman Ave & Addison St,1882
member,Lincoln Ave & Belmont Ave,1868
member,Clinton St & 18th St,1863
member,Racine Ave & 15th St,1859
member,Leavitt St & Lawrence Ave,1810
member,Elston Ave & Wabansia Ave,1809
member,Calumet Ave & 35th St,1801
member,Lincoln Ave & Addison St,1801
member,Sheridan Rd & Argyle St,1790
member,Washtenaw Ave & Lawrence Ave,1786
member,St. Louis Ave & Fullerton Ave,1745
member,Chicago Ave & Washington St,1744
member,McCormick Place,1740
member,Leavitt St & Addison St,1730
member,Clark St & Lunt Ave,1715
member,Field Museum,1703
member,Claremont Ave & Hirsch St,1681
member,Ashland Ave & Belle Plaine Ave,1672
member,Indiana Ave & 26th St,1671
member,Laflin St & Cullerton St,1664
member,Damen Ave & Walnut (Lake) St,1663
member,Halsted St & 35th St,1636
member,Hampden Ct & Diversey Ave,1633
member,Museum of Science and Industry,1620
member,Calumet Ave & 21st St,1617
member,Damen Ave & Cullerton St,1603
member,University Library (NU),1597
member,May St & Cullerton St,1580
member,Richmond St & Diversey Ave,1564
member,Wabash Ave & Cermak Rd,1559
member,Troy St & North Ave,1544
member,Damen Ave & Madison St,1528
member,Campbell Ave & Fullerton Ave,1524
member,Central Park Ave & Bloomingdale Ave,1488
member,Wilton Ave & Diversey Pkwy*,1453
member,Clark St & Columbia Ave,1449
member,Paulina St & Howard St,1443
member,N Carpenter St & W Lake St,1437
member,Francisco Ave & Foster Ave,1422
member,Glenwood Ave & Touhy Ave,1410
member,Halsted St & Archer Ave,1409
member,Oakley Ave & Irving Park Rd,1405
member,State St & 19th St,1396
member,Spaulding Ave & Division St,1385
member,Western Ave & Monroe St,1382
member,California Ave & Fletcher St,1372
member,Lincoln Ave & Winona St,1366
member,Cherry Ave & Blackhawk St,1329
member,Broadway & Wilson Ave,1322
member,Hoyne Ave & Balmoral Ave,1317
member,California Ave & Byron St,1306
member,Ogden Ave & Roosevelt Rd,1300
member,Central Park Ave & Elbridge Ave,1296
member,Damen Ave & Wabansia Ave,1289
member,Lake Park Ave & 35th St,1280
member,Winchester (Ravenswood) Ave & Balmoral Ave,1241
member,Manor Ave & Leland Ave,1221
member,Halsted St & North Branch St,1218
member,Lake Park Ave & 47th St,1214
member,Kosciuszko Park,1208
member,W Oakdale Ave & N Broadway,1195
member,Wentworth Ave & 24th St (Temp),1180
member,Wallace St & 35th St,1163
member,Greenwood Ave & 47th St,1161
member,Eastlake Ter & Rogers Ave,1160
member,Albany Ave & Montrose Ave,1159
member,Smith Park,1150
member,Troy St & Elston Ave,1139
member,Bernard St & Elston Ave,1132
member,Milwaukee Ave & Fullerton Ave,1108
member,Buckingham Fountain,1106
member,Sheridan Rd & Greenleaf Ave,1103
member,Kimball Ave & Belmont Ave,1100
member,Halsted St & 21st St,1092
member,W Armitage Ave & N Sheffield Ave,1087
member,Christiana Ave & Lawrence Ave,1015
member,Avers Ave & Belmont Ave,995
member,Wentworth Ave & 35th St,974
member,Elizabeth St & Fulton St,966
member,Wells St & 19th St,913
member,Cottage Grove Ave & 47th St,871
member,Drake Ave & Montrose Ave,870
member,Clark St & Jarvis Ave,849
member,Kedzie Ave & Leland Ave,846
member,Western Ave & Lunt Ave,845
member,Avondale Ave & Irving Park Rd,837
member,Woodlawn Ave & Lake Park Ave,832
member,Prairie Ave & Garfield Blvd,830
member,State St & 29th St,818
member,Malcolm X College Vaccination Site,818
member,Cottage Grove Ave & 51st St,796
member,South Shore Dr & 71st St,772
member,Buckingham Fountain (Temp),771
member,Cottage Grove Ave & 43rd St,769
member,Loomis St & Archer Ave,760
member,Western Ave & 21st St,757
member,Normal Ave & Archer Ave,746
member,Racine Ave & 35th St,728
member,Drake Ave & Addison St,708
member,N Sheffield Ave & W Wellington Ave,700
member,Ashland Ave & Archer Ave,690
member,Monticello Ave & Irving Park Rd,675
member,Warren Park East,666
member,Western Ave & Howard St,663
member,Evanston Civic Center,660
member,Western Ave & Granville Ave,657
member,California Ave & 21st St,655
member,Clark St & Touhy Ave,648
member,Clinton St & Polk St,647
member,Dorchester Ave & 49th St,638
member,Cottage Grove Ave & 63rd St,634
member,Central St & Girard Ave,606
member,Bosworth Ave & Howard St,602
member,Knox Ave & Montrose Ave,598
member,Rockwell St & Fletcher St,591
member,Elmwood Ave & Austin St,590
member,DuSable Museum,587
member,Warren Park West,575
member,Racine Ave & 13th St,575
member,Western Ave & 24th St,573
member,Elston Ave & George St,566
member,Wood St & Webster Ave,556
member,Dodge Ave & Church St,553
member,Kedzie Ave & Foster Ave,547
member,Wood St & 35th St,544
member,Central St Metra,541
member,South Shore Dr & 67th St,539
member,Central Park Ave & North Ave,535
member,Calumet Ave & 51st St,533
member,MLK Jr Dr & Pershing Rd,532
member,Kedzie Ave & Bryn Mawr Ave,513
member,California Ave & 23rd Pl,507
member,Keystone Ave & Montrose Ave,503
member,Ridge Blvd & Howard St,500
member,Francisco Ave & Montrose Ave,500
member,Budlong Woods Library,491
member,Washtenaw Ave & Ogden Ave,491
member,St. Louis Ave & Balmoral Ave,482
member,Kildare Ave & Montrose Ave,476
member,Base - 2132 W Hubbard,472
member,Loomis St & Lexington St*,472
member,Keystone Ave & Fullerton Ave,469
member,2112 W Peterson Ave,460
member,W Washington Blvd & N Peoria St,458
member,Western Ave & Grace St,451
member,N Southport Ave & W Newport Ave,448
member,Kedzie Ave & Lake St,447
member,Kedzie Ave & Chicago Ave,435
member,Kedzie Ave & George St,434
member,Francisco Ave & Bloomingdale Ave,433
member,Sawyer Ave & Irving Park Rd,424
member,Valli Produce - Evanston Plaza,405
member,Rockwell St & Cermak Rd,398
member,Damen Ave & Coulter St,396
member,Ridge Blvd & Touhy Ave,371
member,Leavitt St & Archer Ave,371
member,N Paulina St & Lincoln Ave,370
member,Green St & Madison Ave*,369
member,Cottage Grove Ave & Oakwood Blvd,366
member,California Ave & Lake St,359
member,Lincolnwood Dr & Central St,359
member,Princeton Ave & 47th St,352
member,Prairie Ave & 43rd St,348
member,Troy St & Grace St,338
member,Milwaukee Ave & Cuyler Ave,338
member,63rd St Beach,336
member,Maplewood Ave & Peterson Ave,299
member,N Shore Channel Trail & Argyle St,299
member,Oakley Ave & Touhy Ave,295
member,California Ave & Winona St,294
member,Pulaski Rd & 51st St,293
member,Conservatory Dr & Lake St,293
member,Dorchester Ave & 63rd St,292
member,California Ave & 26th St,286
member,MTV Hubbard St,283
member,Western Ave & Gunnison St,280
member,Washtenaw Ave & Polk St,277
member,Malcolm X College,275
member,N Damen Ave & W Chicago Ave,275
member,Lincoln Ave & Balmoral Ave,267
member,Central Park Ave & Ogden Ave,264
member,Fairfield Ave & Roosevelt Rd,258
member,Kilbourn Ave & Irving Park Rd,257
member,MLK Jr Dr & 47th St,256
member,Archer (Damen) Ave & 37th St,256
member,Elston Ave & Henderson St,254
member,Halsted St & 37th St,251
member,Ashland Ave & McDowell Ave,250
member,Central Ave & Chicago Ave,249
member,Dodge Ave & Main St,247
member,Halsted St & 47th Pl,243
member,Lockwood Ave & Wrightwood Ave,235
member,South Shore Dr & 74th St,233
member,Pulaski Rd & Eddy St (Temp),230
member,Wells St & Institute Pl,220
member,Long & Irving Park,219
member,Chicago State University,218
member,Damen Ave & Pershing Rd,215
member,Halsted St & 51st St,210
member,Sacramento Blvd & Franklin Blvd,209
member,Wolcott Ave & Fargo Ave,201
member,Sacramento Blvd & Addison St,201
member,Kostner Ave & Adams St,199
member,Jeffery Blvd & 71st St,198
member,Narragansett & Irving Park,197
member,Dodge Ave & Mulford St,194
member,Western Ave & Berteau Ave,193
member,Wabash Ave & 87th St,190
member,MLK Jr Dr & 56th St,189
member,Kedzie Ave & 48th Pl,188
member,Albany Ave & Belmont Ave,188
member,State St & 95th St,187
member,Stony Island Ave & 75th St,187
member,Narragansett & Wrightwood,184
member,Princeton Ave & Garfield Blvd,183
member,Lincoln Ave & Peterson Ave,180
member,State St & 79th St,178
member,Millard Ave & 26th St,178
member,Kilpatrick Ave & Parker Ave,172
member,Campbell Ave & Irving Park Rd,171
member,Whipple/Irving Park,170
member,Eberhart Ave & 61st St,170
member,Public Rack - Milwaukee Ave & Diversey Ave,169
member,MLK Jr Dr & 63rd St,166
member,Stony Island Ave & 64th St,165
member,Kedzie Ave & 21st St,160
member,May St & 69th St,159
member,Halsted St & 96th St,154
member,Cottage Grove Ave & 83rd St,153
member,Cottage Grove Ave & 67th St,151
member,Exchange Ave & 79th St,149
member,Eastlake Ter & Howard St,149
member,Union Ave & Root St,147
member,Central Ave & Roscoe St,146
member,Evans Ave & 75th St,145
member,Public Rack - Hamlin Ave & Fullerton Ave,144
member,Kilbourn Ave & Milwaukee Ave,143
member,Ping Tom Park (East),142
member,Jeffery Blvd & 67th St,141
member,Central Park Ave & 24th St,139
member,Maryland Ave & 104th St,138
member,Campbell Ave & Montrose Ave (Temp),136
member,Ashland Ave & Pershing Rd,133
member,Komensky Ave & 31st St,131
member,Austin Blvd & Lake St,130
member,Wentworth Ave & 63rd St,130
member,Austin Blvd & Madison St,130
member,Kenosha & Wellington,129
member,State St & Pershing Rd,129
member,Base - 2132 W Hubbard Warehouse,126
member,Public Rack - Lawndale Ave & Diversey Ave,124
member,Marshfield Ave & 44th St,123
member,Kedzie Ave & 24th St,117
member,Stony Island Ave & 67th St,117
member,Kedzie Ave & 57th St,115
member,Indiana Ave & 40th St,115
member,Phillips Ave & 79th St,114
member,Austin Blvd & Chicago Ave,114
member,Central Ave & Madison St,112
member,Lamon Ave & Belmont Ave,109
member,Public Rack - Spaulding Ave & Evergreen Ave,108
member,Stony Island Ave & 82nd St,106
member,Mulligan Ave & Wellington Ave,106
member,Western & 28th - Velasquez Institute Vaccination Site,106
member,State St & 54th St,105
member,Pulaski Rd & 44th St,105
member,Burnham Greenway & 112th St,105
member,Harlem & Irving Park,102
member,Public Rack - Cicero Ave & Wrightwood Ave,102
member,Public Rack - Washtenaw Ave & Devon Ave,97
member,Public Rack - California Ave & Cortez St,96
member,Yates Blvd & 75th St,95
member,MLK Jr Dr & 83rd St,94
member,Pulaski Rd & 21st St,93
member,Summit Ave & 86th St,93
member,Albany Ave & 26th St,92
member,N Clark St & W Elm St,92
member,Public Rack - Spaulding Ave & North Ave,92
member,Rainbow Beach,91
member,Long Ave & Belden Ave,91
member,Rockwell St & Archer Ave,91
member,Cottage Grove Ave & 111th Pl,91
member,Stony Island Ave & 71st St,89
member,Western Blvd & 48th Pl,87
member,Kilbourn & Roscoe,86
member,Halsted St & 73rd St,86
member,Narragansett Ave & School St,86
member,Sayre & Diversey,85
member,Halsted & 63rd - Kennedy-King Vaccination Site,85
member,Public Rack - Kostner Ave & Armitage Ave,84
member,Shields Ave & 43rd St,83
member,Kedzie Ave & Roosevelt Rd,81
member,Kostner Ave & Wrightwood Ave,80
member,Public Rack - Christiana Ave & Belmont Ave,80
member,Lawler Ave & 50th St,79
member,Long Ave & Belmont Ave,79
member,Public Rack - Kedzie Ave & Argyle St,78
member,Harding Ave & 26th St,76
member,Virginia Ave & Catalpa Ave,76
member,Calumet Park,75
member,Kostner Ave & Armitage Ave,75
member,Public Rack - Hamlin Ave & Montrose Ave,75
member,Morgan St & Pershing Rd,74
member,Komensky Ave & 55th St,73
member,Perry Ave & 69th St,72
member,Hoyne Ave & 47th St,71
member,Greenwood Ave & 97th St,71
member,Vernon Ave & 75th St,70
member,Cottage Grove Ave & 71st St,69
member,Sacramento Blvd & Fulton Ave,69
member,Lavergne & Fullerton,68
member,Elizabeth St & 47th St,68
member,East End Ave & 87th St,67
member,Fullerton & Monitor,66
member,Elizabeth St & 92nd St,66
member,Homewood Ave & 115th St,66
member,Laramie Ave & Madison St,66
member,Washtenaw Ave & Peterson Ave,66
member,Archer Ave & 43rd St,64
member,Central Park Ave & Ohio St,64
member,Racine Ave & Garfield Blvd,64
member,Western Ave & Ardmore Ave,63
member,Public Rack - Lowell Ave & Elston Ave,63
member,Western Ave & 111th St,62
member,Dauphin Ave & 87th St,61
member,Jeffery Blvd & 76th St,60
member,Kenton Ave & Palmer St,60
member,Pulaski & Ann Lurie Pl,60
member,Public Rack - Lockwood Ave & Diversey Ave,60
member,Albany Ave & 16th St,59
member,Richmond St & Lincoln Ave,59
member,Central Park Blvd & 5th Ave,59
member,Ashland Ave & 50th St,58
member,Ashland Ave & 63rd St,58
member,Loomis Blvd & 84th St,58
member,Commercial Ave & 83rd St,58
member,Hyde Park Blvd & 55th St,58
member,Washtenaw Ave & Madison St,58
member,Public Rack - Woodlawn Ave & 63rd St - NE,58
member,Kilpatrick Ave & Grand Ave,58
member,Burnham Greenway & 105th St,57
member,Sacramento Ave & Pershing Rd,57
member,Public Rack - Racine Ave & 109th Pl,57
member,Public Rack - Keystone Ave & North Ave,57
member,Public Rack - Jensen Park,56
member,Public Rack - Washtenaw Ave & Superior St,56
member,Orange & Addison,55
member,Stewart Ave & 83rd St,55
member,Walden Pkwy & 100th St,55
member,Laramie Ave & Kinzie St,55
member,Cottage Grove Ave & 78th St,55
member,Washtenaw Ave & Superior St,55
member,Olive Harvey College,54
member,Public Rack - Kenton Ave & Palmer St,54
member,Central Ave & Parker Ave,53
member,Kedzie Ave & Harrison St,53
member,Monticello Ave & Chicago Ave,53
member,Public Rack - Pulaski Rd & Armitage Ave,53
member,Phillips Ave & 83rd St,51
member,Latrobe Ave & Chicago Ave,51
member,Big Marsh Park,50
member,California & 16th St,49
member,Houston Ave & 92nd St,49
member,Public Rack - Milwaukee Ave & Haussen Ct,49
member,Kedzie Ave & 52nd St,48
member,Central Park & Augusta Blvd,48
member,Central Ave & Lake St,47
member,St Louis Ave & 59th St,47
member,Vernon Ave & 79th St,46
member,Halsted St & 104th St,46
member,Dauphin Ave & 103rd St,46
member,Springfield Ave & 47th St,46
member,Kildare Ave & 47th St,45
member,Western Ave & 104th St,45
member,Vincennes Ave & 104th St,45
member,Public Rack - Milwaukee Ave & School St,45
member,Hale Ave & 107th St,45
member,Ellis Ave & 83rd St,44
member,Yates Blvd & 93rd St,44
member,Prospect Sq & 91st St,44
member,Halsted St & 78th St,43
member,Oglesby Ave & 100th St,43
member,Public Rack - Rockwell Ave & Touhy Ave ,43
member,Public Rack - Avers Ave & Irving Park Rd,43
member,Throop St & 52nd St,41
member,Halsted St & 111th St,41
member,Stewart Ave & 63rd St,41
member,Baltimore Ave & 87th St,41
member,Homan Ave & Fillmore St,41
member,Ewing Ave & Burnham Greenway,41
member,Public Rack - Western Ave & Jarvis Ave,41
member,Western Ave & Lake St,40
member,Spaulding Ave & 16th St,40
member,Martin Luther King Dr & 111th St,40
member,Public Rack - Mozart Elementary School,40
member,Stony Island Ave & South Chicago Ave,40
member,Hamlin Ave & 62nd Pl,39
member,Cornell Dr & Hayes Dr,39
member,Lawndale Ave & 30th St,39
member,Pulaski Rd & Congress Pkwy,39
member,Marquette Ave & 89th St,38
member,Sacramento Blvd & Polk St,38
member,Cicero Ave & Wrightwood Ave,38
member,Meade Ave & Diversey Ave,37
member,Kedzie Ave & 45th St,37
member,Public Rack - Monticello Ave & Belmont Ave,37
member,Cicero Ave & Wellington Ave,36
member,Constance Ave & 95th St,35
member,Milwaukee Ave & Diversey Ave,35
member,Karlov Ave & Madison St,34
member,Kenton Ave & Madison St,34
member,Kilbourn & Belden,33
member,Hoyne Ave & 34th St,33
member,Halsted St & 56th St,33
member,Eberhart Ave & 91st St,33
member,Hyde Park Blvd & 53rd St,33
member,Christiana Ave & Archer Ave,33
member,Major Taylor Trail & 115th St,33
member,Public Rack - Harold Washington Park,33
member,Kildare & Cermak,31
member,Midway Orange Line,31
member,Kedzie Ave & 110th St,31
member,Public Rack - Rockwell & Division,31
member,Central Park Ave & Douglas Blvd,31
member,NewHastings,30
member,Meade Ave & Addison St,30
member,California Ave & Marquette Rd,30
member,Public Rack - Pulaski Rd & 44th St,30
member,Public Rack - Calumet Ave & 51st St,30
member,Public Rack - Milwaukee Ave & Addison St,30
member,Oak Park & Wellington,29
member,Indiana Ave & 103rd St,29
member,Public Rack - Cicero Ave & Roscoe St,29
member,Public Rack - Keystone Ave & Irving Park Rd,29
member,Damen Ave & 59th St,29
member,Cicero Ave & Flournoy St,29
member,Ashland Ave & 66th St,28
member,Western Blvd & 49th St,28
member,Mozart St & Jackson Blvd,28
member,Ashland Ave & Garfield Blvd,28
member,Public Rack - Nagle Ave & Belmont Ave,28
member,Public Rack - Christiana Ave & Archer Ave,28
member,Pulaski Rd & Lake St,28
member,Clyde Ave & 87th St,27
member,Halsted St & 69th St,27
member,Wabash Ave & 83rd St,27
member,Torrence Ave & 106th St,27
member,Public Rack - King Dr & 115th St,27
member,Loomis St & 87th St,27
member,Nordica & Medill,26
member,Cicero Ave & Grace St,26
member,Harold Washington Park,26
member,Lamon Ave & Armitage Ave,26
member,Hamlin Ave & Montrose Ave,26
member,Bloomingdale Ave & Harlem Ave,26
member,Public Rack - Western Ave & Devon Ave,26
member,Public Rack - Woodlawn Ave & 63rd St N,26
member,Public Rack - Karlov Ave & Kamerling Ave,26
member,Public Rack - Penn Elementary School / KIPP Ascend Middle School,26
member,Loomis St & 89th St,26
member,Avenue O & 118th St,25
member,Spaulding Ave & 63rd St,25
member,Michigan Ave & 71st St,25
member,Western Ave & Jarvis Ave,25
member,Tripp Ave & 31st St,24
member,Halsted St & 63rd St,24
member,Pulaski Rd & 51st Rd,24
member,Kostner Ave & 63rd St,24
member,Lamon Ave & Chicago Ave,24
member,Nagle Ave & Belmont Ave,24
member,Spaulding Ave & Evergreen Ave,24
member,Public Rack - State ST & 42nd St,24
member,Public Rack - Sawyer Ave & Lawrence Ave,24
member,Eggleston Ave & 69th St,24
member,Greenwood Ave & 79th St,23
member,Hegewisch Metra Station,23
member,Hamlin Ave & Fullerton Ave,23
member,Stony Island Ave & 90th St,23
member,Public Rack - Loomis St & 87th St,23
member,Damen Ave & 33rd St,22
member,Damen Ave & 51st St,22
member,Rockwell St & 57th St,22
member,Public Rack - Austin Ave & Roscoe St,22
member,Lawndale Ave & 111th St,22
member,Artesian Ave & 55th St,22
member,Marshfield Ave & 59th St,22
member,Woodlawn Ave & 75th St,22
member,Avenue O & 134th St,21
member,Halsted St & 59th St,21
member,Richmond St & 59th St,21
member,Public Rack - Campbell Ave & Pratt Blvd,21
member,Francisco Ave & Hollywood Ave,21
member,Public Rack - Christiana Ave & Lawrence Ave,21
member,Public Rack - California Ave & Touhy Ave - NW,21
member,Public Rack - Chopin Park,21
member,Francisco Ave & 47th St,21
member,Tripp Ave & 65th St,20
member,Cicero Ave & Lake St,20
member,Harlem Ave & Grace St,20
member,Fairfield Ave & 44th St,20
member,Sacramento Ave & 25th St,20
member,Commercial Ave & 130th St,20
member,Ashland Ave & 74th St,20
member,Narragansett & McLean,20
member,Central Ave & Harrison St,19
member,Commercial Ave & 100th St,19
member,Homewood Ave & Monterey Ave,19
member,Public Rack - Evans Ave & 63rd St,19
member,Public Rack - Walden Pkwy & 103rd St,19
member,Public Rack - California Ave & Devon Ave - NW,19
member,St Louis Ave & Norman Bobbins Ave,19
member,Calumet Ave & 71st St,19
member,Cicero Ave & Quincy St,19
member,State St & 76th St,18
member,Vernon Ave & 107th St,18
member,Elizabeth St & 59th St,18
member,Newcastle Ave & Belden Ave,18
member,South Chicago Ave & 83rd St,18
member,Public Rack - Sacramento Ave & Devon Ave,18
member,Laramie Ave & Gladys Ave,18
member,Public Rack - Kimbark Ave & 67th St,18
member,Public Rack - McCormick Blvd & Devon Ave,18
member,Public Rack - Avondale Ave & Addison St,18
member,Western Ave & 62nd St,17
member,Public Rack - Hyde Park Blvd & 55th St,17
member,Public Rack - Kostner Ave & Diversey Ave,17
member,Public Rack - Pulaski Rd & Fullerton Ave,17
member,Public Rack - Fullerton Ave & Narragansett Ave,17
member,Woodlawn & 103rd - Olive Harvey Vaccination Site,17
member,Wood St & 47th St,17
member,Mozart Elementary School,17
member,Doty Ave & 111th St,16
member,Tripp Ave & 15th St,16
member,Kimbark Ave & 67th St,16
member,Lawndale Ave & 16th St,16
member,Major Taylor Trail & 124th St,16
member,Keystone Ave & North Ave,16
member,Pullman - Walmart,15
member,Ashland Ave & 78th St,15
member,Lawndale Ave & Diversey Ave,15
member,Brandon Ave & 91st St,15
member,Oketo Ave & Addison St,15
member,Roscoe & Harlem,14
member,Rhodes Ave & 71st St,14
member,Carpenter St & 63rd St,14
member,Milwaukee Ave & Haussen Ct,14
member,Bissell St & Armitage Ave - Charging,14
member,Public Rack - Austin Ave & Wrightwood Ave,14
member,Public Rack - California Ave & Devon Ave - NE,14
member,Public Rack - Jonathan Y Scammon Public School,14
member,Public Rack - Drake Ave & Leland Ave,14
member,Public Rack - Hoyne Ave & 110th Pl,14
member,Monticello Ave & Belmont Ave,14
member,Kenneth Ave & 50th St,13
member,Kildare Ave & 55th St,13
member,W 103rd St & S Avers Ave,13
member,Public Rack - Kildare Ave & Division St,13
member,Kostner Ave & Lake St,13
member,Ada St & 113th St,13
member,Public Rack - Spaulding Ave & Foster Ave,13
member,Public Rack - Brainerd Park,13
member,Public Rack - Kostner Ave & North Ave,13
member,Shabbona Park,13
member,Plainfield & Irving Park,13
member,Augusta Blvd & Laramie Ave,13
member,532 E 43rd St,12
member,Vincennes Ave & 75th St,12
member,Pulaski Rd & Fullerton Ave,12
member,Christiana Ave & Belmont Ave,12
member,Public Rack - Tripp Ave & North Ave,12
member,Public Rack - Karlov Ave & Milwaukee Ave,12
member,Public Rack - Spaulding Ave & Bryn Mawr Ave,12
member,Homan Ave & 65th St,12
member,Cottage Grove Ave & 111th St,12
member,Public Rack - Laramie Ave & Belmont Ave,12
member,Mason Ave & Belmont Ave,12
member,Wilton Ave & Diversey Pkwy - Charging,12
member,Racine Ave & 109th Pl,11
member,Western Ave & 79th St,11
member,Public Rack - Sacramento Ave & Greenleaf Ave,11
member,Greenwood Ave & 91st St,11
member,Western Ave & 28th St,11
member,North Ave & New England Ave,11
member,Public Rack - St Louis Ave & Berteau Ave,11
member,Campbell Ave & 51st St,11
member,Kedzie Ave & 63rd St,10
member,Rockwell St & 63rd St,10
member,Spaulding Ave & North Ave,10
member,Prairie Ave & 47th St - midblock,10
member,Public Rack - Lake Shore Dr & Hayes Dr,10
member,Public Rack - California Ave & Ogden Ave,10
member,Lafayette Ave & 95th St,10
member,Bradley Park,10
member,Public Rack - Laramie Ave & Fullerton Ave,10
member,Public Rack - Grand Ave & North Ave,10
member,Michigan Ave & 114th St,10
member,La Villita Park (Albany/30th),10
member,Public Rack - Throop St & 109th Pl,10
member,Damen Ave & 74th St,10
member,Long Ave & North Ave,10
member,Morgan St & 95th St,10
member,Public Rack - Fairfield Ave & 63rd St,10
member,Bennett Ave & 79th St,10
member,Langley Ave & 79th St,9
member,Albany Ave & Douglas Blvd,9
member,Major Ave & Bloomingdale Ave,9
member,Seeley Ave & Garfield Blvd,9
member,Whipple St & Roosevelt Rd,9
member,Walden Pkwy & 103rd St,8
member,Public Rack - Hamlin Ave & Grand Ave,8
member,Kedzie Ave & 54th St - SW,8
member,Racine Ave & 61st St,8
member,Public Rack - Halsted St & 95th St - SE,8
member,Cottage Grove Ave & 87th St,8
member,Neva Ave & Grand Ave,8
member,Public Rack - Champlain Ave & 65th St,8
member,Milwaukee Ave & Addison St,8
member,S Aberdeen St & W 106th St,8
member,Narragansett Ave & Fullerton Ave,8
member,Public Rack - Christiana Ave & Bryn Mawr Ave,8
member,Public Rack - Kedvale Ave & Avondale Ave,8
member,Cottage Grove Ave & 98th St,8
member,Pulaski Rd & 60th St,7
member,Racine Ave & 74th St,7
member,Kildare Ave & Chicago Ave,7
member,Public Rack - Pullman - Walmart,7
member,Public Rack - Prairie Ave & 47th St ,7
member,Public Rack - Kimball Ave & Carmen Ave,7
member,Karlov Ave & Kamerling Ave,7
member,Panama Ave & Grace St,7
member,California Ave & 36th St,7
member,Laramie Ave & Belmont Ave,7
member,Kedzie Ave & 61st Pl,7
member,Kildare Ave & 26th St,7
member,Troy St & Jackson Blvd,7
member,Public Rack - Chase Ave & Touhy Ave - NE,7
member,Pulaski & 52nd,7
member,Wentworth Ave & 104th St,7
member,Public Rack - Cicero Ave & Wellington Ave,7
member,Eberhart Ave & 131st St,6
member,Kedzie Ave & Archer Ave,6
member,Torrence Ave & 126th Pl,6
member,Public Rack - Pulaski & 52nd,6
member,California Ave & Devon Ave - NE,6
member,Public Rack - Eberhart Ave & 61st St,6
member,Public Rack - Kilbourn Ave & Fullerton Ave,6
member,Public Rack - Woodlawn Ave & 63rd St - SE,6
member,Rockwell Ave & Touhy Ave ,6
member,Public Rack - Prairie Ave & Garfield Blvd,6
member,Cottage Grove & 86th St,6
member,Lowell Ave & Elston Ave,6
member,Spaulding Ave & Bryn Mawr Ave,6
member,Milwaukee Ave & School St,6
member,Public Rack - King Dr & Oakwood Blvd,6
member,Public Rack - Lafayette Ave & 95th St,6
member,Greenwood Ave & Lake Park Ave,6
member,Lavergne Ave & Division St,6
member,Public Rack - Wood St & 47th St,6
member,Public Rack - Kedzie Ave & Archer Ave,6
member,Racine Ave & 65th St,5
member,Oglesby Ave & 95th St,5
member,Talman Ave & 51st St - midblock,5
member,Public Rack - Kedzie Ave & 61st Pl W,5
member,Public Rack - Hyde Park Blvd & 53rd St,5
member,Public Rack - Cicero Ave & Le Moyne St - midblock,5
member,Kedzie Ave & 54th St - SE,5
member,Public Rack - Kedzie Ave & 62nd Pl,5
member,Public Rack - Pulaski Rd & 65th St,5
member,Kedzie Ave & 58th St,5
member,Laramie Ave & Grand Ave,5
member,Leamington Ave & Hirsch St,5
member,Troy Ave & 27th St,5
member,Damen Ave & 47th St,5
member,Public Rack - Cicero Ave & North Ave,5
member,Steelworkers Park,5
member,Public Rack - Longwood Dr & 111th St,5
member,Public Rack - 111th St - Morgan Park Metra,5
member,Public Rack - Central Park Ave & Fillmore St,5
member,Public Rack - Menard Ave & Dakin St - midblock,5
member,Public Rack - Cicero Ave & Cortland St - midblock,5
member,Public Rack - Western Ave & 96th St,5
member,Public Rack - Greenwood Ave & Lake Park Ave,5
member,Kedzie Ave & Argyle St,5
member,Public Rack - Lorel Ave & Grand Ave,5
member,Public Rack - Narragansett Ave & Fullerton Ave,5
member,Public Rack - Melvina Ave & Belmont Ave,5
member,Mayfield & Roosevelt Rd,5
member,Public Rack - Central Ave & George St,5
member,South Chicago Ave & Elliot Ave,5
member,Public Rack - Stewart Ave & 123rd St,5
member,Public Rack - Menard Ave & Grand Ave,5
member,Ashland Ave & 71st St,4
member,Langley Ave & 105th Pl,4
member,Cicero Ave & Altgeld St,4
member,Public Rack - Mt Greenwood Library N,4
member,Public Rack - Eli Whitney Public School,4
member,Public Rack - Sacramento Blvd & Division St,4
member,Public Rack - Western Ave & 110th St,4
member,California Ave & Devon Ave - NW,4
member,Calumet Ave & Garfield Blvd,4
